,GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,LFG Generated (mmscfy),LFG Collected (mmscfy),CH4 Generated (mmscfy),CH4 Collected (mmscfy),CH4 Generated (metric tons per year),CH4 Collected (metric tons per year),CO2e Generated (metric tons per year),CO2e Collected (metric tons per year),Generated CO2e Intensity,Collected CO2e Intensity
912,1002650.0,1415,Middle Point Landfill,TN,,750 East Jefferson Pike,Murfreesboro,Rutherford,37130,35.94083,-86.35837,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1988.0,2027.0,Open,207.0,172.4,150.0,,41276585.0,32799146,2022.0,924566,2022.0,No,Not used,No,12.6,Yes,7.414,2022.0,45.1,Yes,2.0,7.414,2022.0,"6/05-Expanding wellfield in 2005, perhaps already completed.; 2012-135 wells, system capacity=7500 acfm.; 6/16-Upgraded GCCS, additional wells.; 11/20-Installing 40 more wells to address odor concerns.",90154,"C,HH",4599.0,2706.1099999999997,2074.149,1220.45561,39823.6608,23432.747712,1115062.5023999999,656116.935936,12.36841961976174,7.277735163564567
220,1007857.0,402,Medley Landfill,FL,,9350 NW 89th Avenue,Medley,Miami-Dade,33178,25.8586,-80.3508,No,Private,WM,WM,1980.0,2030.0,Open,,144.7,100.0,,44636263.0,35560166,2022.0,1379566,2022.0,No,Not used,No,11.348,Yes,7.577,2022.0,49.6,Yes,2.0,7.577,2022.0,"2012-168 wells, system capacity=6000 scfm.",110578,HH,4142.02,2765.605,2054.44192,1371.74008,39445.284864,26337.409536,1104467.976192,737447.467008,9.988134856770786,6.669025185914015
678,1007879.0,1839,Turnkey Recycling and Environmental Enterprise (TREE),NH,Rochester LF; Turnkey Landfill,90 Rochester Neck Road,Rochester,Strafford,03839,43.2448,-70.9695,No,Private,WM,WM,1979.0,2035.0,Open,,209.5,,,59591376.0,40887552,2022.0,1459769,2022.0,Yes,Several times per year,No,11.447,Yes,10.619,2022.0,48.8,Yes,5.0,2.272,2022.0,"5/09-300 wells.; 12/10-3 utility flares (1,500; 1,500; 3,200 cfm) & 2 ultra low emissions flares (3,900 & 4,000 cfm).; 2012-280 wells, system capacity=19356 acfm.",130252,"C,HH",4178.155,3875.935,2038.9396399999998,1891.4562799999999,39147.641088,36315.960576,1096133.950464,1016846.896128,8.415486522003501,7.806766085188711
167,1005061.0,214,West Miramar SLF,CA,,5180 Convoy Street,San Diego,San Diego,92111,32.856,-117.162,Yes,Public,United States Navy,"City of San Diego, CA",1983.0,2025.0,Open,1388.0,477.0,50.0,50.0,52665014.0,47380561,2022.0,887090,2022.0,Yes,Several times per year,No,11.624,Yes,6.656,2022.0,47.6,Yes,3.0,,,"12/04-Collect LFG from 4 noncontiguous filling areas, >275 wells, 2 blower stations, 3 flares, 5 blowers, 50 sumps, & >35,000 ft of HDP piping.; 9/12-Had 273 wells, added 80 more for project expansions.; 2012-232 wells, system capacity=10200 acfm.",141544,HH,4242.76,2429.44,2019.5537600000002,1156.41344,38775.432192,22203.138048,1085712.101376,621687.865344,7.6704918709094,4.392188049963263
1005,1007852.0,1456,Skyline LF,TX,,1201 N. Central,Ferris,Dallas,75125,32.549,-96.68,No,Private,WM,WM,1950.0,2037.0,Open,363.0,223.4,130.0,,64368618.0,31496317,2022.0,1943876,2022.0,No,Not used,No,10.34,Yes,8.079,2022.0,53.4,Yes,1.0,1.102,2022.0,"Existing collection system with 105 wells.; 2012-170 wells, system capacity=6200 acfm.",258496,"C,HH",3774.1,2948.835,2015.3694,1574.6778900000002,38695.09248,30233.815488,1083462.58944,846546.833664,4.191409497400347,3.2748933587521667
370,1003697.0,1874,Roxana LF,IL,Cahokia Road Sanitary Landfill/Laidlaw Waste Systems Incorp.,4600 Cahokia Creek Road,Edwardsville,Madison,62025,38.8274,-90.0125,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1975.0,2049.0,Open,205.0,133.5,,138.0,58479038.0,32108079,2022.0,1166504,2022.0,No,Not used,No,10.487,Yes,7.244,2022.0,50.8,Yes,3.0,7.244,2022.0,"9/10-108 wells over 100 acres, 1 enclosed flare & 1 candlestick flare.; 2012-117 wells, system capacity=5675 acfm.",222658,"C,HH",3827.755,2644.06,1944.49954,1343.18248,37334.391168,25789.103615999997,1045362.952704,722094.9012479999,4.694926536230453,3.243067400443729
816,1007645.0,1254,Alliance SLF,PA,"Empire SLF, Dominion Landfill",398 South Keyser Avenue,Taylor,Lackawanna,18517,41.398,-75.735,No,Private,WM,WM,1987.0,2046.0,Open,513.0,193.5,,,49078436.0,25448466,2022.0,688566,2022.0,Yes,Several times per year,No,10.8,Yes,7.609,2022.0,48.6,Yes,2.0,0.54,2022.0,"8/07-Flares include: (2) 4000-scfm, (1) 5000-scfm, & (1) 1600-scfm & 1 utility flare serves as a back-up.; 8/10-305 gas collection wells.; 2012-204 wells, system capacity=17800 acfm.",46423,"C,HH",3942.0000000000005,2777.285,1915.8120000000001,1349.7605099999998,36783.5904,25915.401791999997,1029940.5312000001,725631.250176,22.185996837774383,15.630856475798634
191,1006044.0,1716,Tower Landfill Inc.,CO,,8480 Tower Road,Commerce City,Adams,80022,39.85052,-104.77187,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1981.0,2047.0,Open,339.0,229.3,,143.0,84980898.0,49212241,2022.0,1305624,2022.0,No,Not used,No,11.1,Yes,1.277,2022.0,47.2,Yes,1.0,1.277,2022.0,"9/10-83 wells over 167 acres, 1 enclosed flare.; 2012-87 wells, system capacity=1600 acfm.",36287,HH,4051.5,466.10499999999996,1912.3080000000002,220.00155999999998,36716.3136,4224.029952,1028056.7808000001,118272.83865599999,28.331269622729906,3.2593721899302777
741,1007722.0,1195,American LF,OH,,7916 Chapel Street SE,Waynesburg,Stark,44688,40.72,-81.264,No,Private,WM,WM,1976.0,2114.0,Open,,259.3,,,124506015.0,37747779,2022.0,832472,2022.0,Yes,At least once per year,No,10.6,Yes,3.304,2022.0,49.2,Yes,3.0,0.454,2022.0,"5/08-226 acre wellfield; 1/09-155 gas wells.; 2012-142 wells, system capacity=5000 acfm.",62329,"C,HH",3869.0,1205.96,1903.5480000000002,593.3323200000001,36548.121600000006,11391.980544000002,1023347.4048000001,318975.45523200004,16.41847943653837,5.117609062105922
1100,1006876.0,2151,Orchard Ridge RDF,WI,Omega Hills LF; Parkview Recycling LF,W124 N9355 Boundary Road,Menomonee Falls,Waukesha,53051,43.188,-88.0765,Yes,Private,WM,WM,1950.0,2039.0,Open,342.0,324.0,,95.0,52221817.0,38349358,2022.0,759302,2022.0,Yes,Several times per year,Yes,10.35,Yes,7.386,2022.0,49.0,Yes,3.0,0.065,2022.0,"9/10-227 wells over 249 acres, system installed in 1985, 3 open flares.; 2012-231 wells, system capacity=11900 acfm.",63125,"C,HH",3777.75,2695.89,1851.0974999999999,1320.9860999999999,35541.07199999999,25362.933119999998,995150.0159999998,710162.1273599999,15.76475272871287,11.250093106693068
918,1002466.0,1330,South Shelby Landfill,TN,Holmes Road Landfill,5494 Malone Road,Memphis,Shelby,38118,34.99809,-89.9189,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1981.0,2079.0,Open,420.0,316.4,90.0,,53078559.0,35116360,2022.0,983787,2022.0,No,Not used,No,9.097,Yes,6.87,2022.0,54.7,Yes,2.0,0.414,2022.0,"2012-168 wells, system capacity=8000 acfm, passive vents/flares too.",128801,"C,HH",3320.4049999999997,2507.55,1816.261535,1371.6298500000003,34872.221472,26335.293120000006,976422.2012159999,737388.2073600001,7.580858853704552,5.725019272831734
689,1002667.0,951,Ocean County LF,NJ,,2498 Route 70,Manchester,Ocean,08759,40.025,-74.255,No,Private,Ocean County Landfill Corp.,Ocean County Landfill Corp.,1973.0,2025.0,Open,,261.8,,,22831793.0,21564513,2022.0,583388,2022.0,Yes,Several times per year,No,8.84,Yes,6.898,2022.0,56.0,Yes,3.0,1.489,2021.0,"4/09-2 enclosed flares and 1 portable utility flare.; 2012-98 wells, system capacity=10907 acfm.",53538,"C,HH",3226.6,2517.77,1806.8960000000002,1409.9512000000002,34692.4032,27071.063040000005,971387.2896,757989.7651200001,18.14388452314244,14.157976859800518
1035,1003826.0,1595,Atlantic Waste Disposal Inc.,VA,Sussex County Landfill,3474 Atlantic Lane,Waverly,Sussex,23890,37.06925,-77.18108,No,Private,WM,WM,1994.0,2101.0,Open,373.0,205.2,,,136357345.0,43713225,2022.0,1114145,2022.0,No,Occasionally but not every year,No,19.177,Yes,11.706,2022.0,25.8,Yes,5.0,8.826,2022.0,"4/05-170 gas collection wells.; 2012-269 wells, system capacity=7500 acfm.",75908,"C,HH",6999.605,4272.69,1805.89809,1102.35402,34673.243328,21165.197184,970850.8131839999,592625.5211520001,12.78983523718185,7.807154992253782
407,1003691.0,2421,Newton County Landfill,IN,Newton County Development Corporation,2266 E. 500 South Road,Brook,Newton,47922,40.9263,-87.3487,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1995.0,2076.0,Open,424.0,219.1,,183.0,131250985.0,58604391,2022.0,2026996,2022.0,No,Not used,No,12.524,Yes,8.668,2022.0,38.4,Yes,3.0,7.185,2022.0,"9/10-105 wells over 136 acres, 1 enclosed flare.; 11/10-GCCS was in place prior to project.; 2012-139 wells, system capacity=11500 acfm, passive vents/flares too.",158766,"C,HH",4571.259999999999,3163.8199999999997,1755.3638399999998,1214.90688,33702.98572799999,23326.212096,943683.6003839998,653133.938688,5.943864557802047,4.113814914326745
225,1003619.0,419,Okeechobee LF,FL,Berman Road LF,10800 NE 128th Avenue,Okeechobee,Okeechobee,34972,27.34104,-80.6966,No,Private,WM,WM,1981.0,2078.0,Open,,187.6,220.0,,241553464.0,37538675,2022.0,2203649,2022.0,No,Not used,No,10.9,Yes,6.606,2022.0,43.2,Yes,3.0,6.606,2022.0,"5/05-120 gas collection wells.; 2012-205 wells, system capacity=7500 scfm.",62206,"C,HH",3978.5,2411.19,1718.7120000000002,1041.63408,32999.2704,19999.374336,923979.5712,559982.481408,14.853544211169341,9.002065418255473
134,1008030.0,236,Otay LF,CA,,1700 Maxwell Road,Chula Vista,San Diego,91911,32.604,-117.005,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1963.0,2028.0,Open,230.0,230.0,,,49177036.0,45777214,2022.0,1396128,2022.0,No,Not used,No,11.4,Yes,6.83,2022.0,41.0,Yes,2.0,6.83,2022.0,"5/05-50 gas collection wells.; 2012-291 wells, system capacity=9308 acfm.; 5/14-(2) enclosed flares: Perennial and John Zink.",129079,HH,4161.0,2492.95,1706.01,1022.1094999999999,32755.392,19624.502399999998,917150.976,549486.0671999999,7.105346152356309,4.256974931631016
469,1005717.0,2289,River Birch Landfill,LA,,2000 South Kenner Avenue,Avondale,Jefferson,70094,29.932,-90.258,No,Private,"River Birch, Inc.","River Birch, Inc.",1999.0,2045.0,Open,,207.5,200.0,,50494500.0,26791931,2022.0,746943,2022.0,No,Not used,No,8.766,Yes,6.985,2022.0,53.0,Yes,2.0,0.086,2021.0,"6/09-Just added 11 new wells.; 2012-153 wells, system capacity=11700 acfm, passive vents/flares too.",296276,"C,HH",3199.59,2549.525,1695.7827000000002,1351.24825,32559.027840000002,25943.9664,911652.7795200001,726431.0592,3.0770389080452016,2.4518727780852987
413,1007638.0,567,Twin Bridges RDF,IN,Danville LF; Danville RDF,124 Twin Bridges Road,Danville,Hendricks,46122,39.75,-86.5,No,Private,WM,WM,1973.0,2034.0,Open,237.0,173.4,,124.0,42373202.0,31058242,2022.0,1034061,2022.0,Yes,Several times per year,No,9.062,Yes,6.908,2022.0,51.0,Yes,6.0,2.599,2022.0,"4/09-98 wells.; 9/10-90 wells over 165 acres, system installed in 1990, 1 open flare.; 2012-123 wells, system capacity=8248 acfm.",87288,"C,HH",3307.6299999999997,2521.42,1686.8912999999998,1285.9242000000002,32388.312959999996,24689.74464,906872.7628799998,691312.8499200001,10.389432257354962,7.9199070882595555
1009,1002471.0,1820,Tessman Road Landfill,TX,BFI - Tessman Road Landfill,7000 I-10 East,San Antonio,Bexar,78219,29.435834,-98.339168,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1982.0,2051.0,Open,601.0,260.2,,113.0,79930520.0,37626929,2022.0,1347709,2022.0,No,Not used,No,9.14,Yes,6.534,2022.0,50.1,Yes,1.0,0.683,2022.0,"9/10-205 wells over 88 acres, 1 enclosed flare.; 2012-228 wells, system capacity=6000 acfm.",197215,HH,3336.1000000000004,2384.91,1671.3861000000002,1194.83991,32090.61312,22940.926271999997,898537.1673600001,642345.9356159999,4.556129946302259,3.2570845808685944
945,1006224.0,1463,City of Fort Worth Southeast Landfill,TX,,6288 Salt Road,Forest Hill,Tarrant,76140,32.647501,-97.239168,No,Public,"City of Fort Worth, TX","Republic Services, Inc.",1967.0,2038.0,Open,303.0,129.5,,,32702781.0,19906447,2022.0,897441,2022.0,No,Not used,No,8.543,Yes,4.047,2022.0,53.1,Yes,,4.047,2022.0,"2012-17 wells, system capacity=2000 acfm.",147299,HH,3118.1949999999997,1477.155,1655.7615449999998,784.369305,31790.621663999995,15059.890656,890137.4065919998,421676.938368,6.043064831343049,2.862727773902063
686,1007298.0,945,Middlesex County LF,NJ,Edgeboro (MCUA) LF (Phases I & II),53 Edgeboro Road,East Brunswick,Middlesex,08816,40.4688,-74.3961,Yes,Public,"Middlesex County Utilities Authority, NJ","Middlesex County Utilities Authority, NJ",1992.0,2029.0,Open,315.0,220.1,90.0,,20788841.0,17250222,2022.0,544510,2022.0,No,Not used,No,8.692,Yes,6.644,2022.0,52.0,Yes,2.0,0.758,2022.0,"3/12-State of the art GCS installed in 2011 on 50 acres at southern end of LF.; 2012-223 wells, system capacity=9100 acfm.; 12/20-Drilling 45 new wells.",124304,"C,HH",3172.58,2425.06,1649.7416,1261.0312000000001,31675.03872,24211.79904,886901.08416,677930.37312,7.134935996910799,5.45380979791479
261,1003710.0,10403,Eagle Point Landfill LLC,GA,,8880 Old Federal Road,Ball Ground,Forsyth,30107,34.325556,-84.240833,No,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,2002.0,2033.0,Open,163.0,81.5,,,33782096.0,20344086,2022.0,861161,2022.0,No,Not used,No,10.3,Yes,8.519,2022.0,43.7,Yes,4.0,8.519,2022.0,"9/09-GCCS under construction, expected to be operational by 9/30/09.; 2012-54 wells, system capacity=3000 acfm.",121939,HH,3759.5000000000005,3109.435,1642.9015000000004,1358.8230950000002,31543.708800000008,26089.403424000004,883223.8464000002,730503.295872,7.243161305242786,5.990727297025562
880,1002557.0,2094,"Lee County LF, LLC",SC,,1431 Sumter Highway,Bishopville,Lee,29010,34.18,-80.2725,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1994.0,2054.0,Open,203.0,141.8,,134.0,38541052.0,21748006,2022.0,539748,2022.0,No,Not used,No,9.05,Yes,3.393,2022.0,49.6,Yes,2.0,2.579,2022.0,"8/10-Has 2 open flares, plan to replace one with a larger, enclosed flare.; 9/10-129 wells over 119 acres, 1 enclosed flare & 1 open flare.; 2012-148 wells, system capacity=9000 acfm.",72574,HH,3303.2500000000005,1238.445,1638.4120000000003,614.2687199999999,31457.510400000003,11793.959423999999,880810.2912000001,330230.86387199996,12.136719640642657,4.550264059745914
834,1003103.0,1278,Imperial Sanitary Landfill,PA,,11 Boggs Road,Imperial,Allegheny,15126,40.43512,-80.29125,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1973.0,2044.0,Open,,377.9,,,39259959.0,24970810,2022.0,569482,2022.0,No,Not used,No,13.3,Yes,8.222,2022.0,33.1,Yes,2.0,3.31,2021.0,"8/10-281 wells as of 8/31/10.; 9/10-Installed 5 miles of horizontal piping & 28 additional vertical wells in 2010.; 2012-343 wells, system capacity=12000 acfm.",30599,"C,HH",4854.5,3001.0299999999997,1606.8395,993.34093,30851.3184,19072.145856,863836.9152,534020.083968,28.230887127030297,17.452207064544595
736,1005257.0,1006,Ontario County SLF,NY,,"3555 Post Farm Road
1879 State Route 5 & 20",Stanley,Ontario,14561,42.8591,-77.0804,No,Public,"Ontario County, NY","Casella Waste Systems, Inc.",1974.0,2028.0,Open,110.1,106.1,30.0,,24977599.0,19022335,2022.0,779803,2022.0,No,Not used,No,9.048,Yes,7.17,2022.0,48.3,Yes,3.0,2.021,2022.0,"8/03-Recently installed 2 LFG Specialties enclosed flares: 6' 800 cfm and 8' 1200 cfm, at min. flow right now.; 11/13-Improving GCCS to address odor issues.; 11/15-Adding 12 wells.; 10/18-28 new wells in 2018.; 5/19-Aria adding a new open flare.",111990,"C,HH",3302.52,2617.05,1595.11716,1264.0351500000002,30626.249472,24269.47488,857534.985216,679545.2966400001,7.657246050683097,6.067910497723012
290,1007124.0,461,"WI Taylor County Disposal, LLC",GA,Southern States Landfill; Veolia ES Taylor County Landfill,33 Stewart Road,Mauk,Taylor,31058,32.462263,-84.371526,No,Private,GFL Environmental USA Inc.,,1989.0,2037.0,Open,577.0,142.0,120.0,,51117057.0,18300772,2022.0,360826,2022.0,Yes,Several times per year,No,8.93,Yes,2.472,2022.0,48.7,Yes,1.0,1.301,2022.0,"9/10-86 vertical wells, system installed in 1999, 1 candlestick flare.; 2012-126 wells, system capacity=4500 acfm.",409290,HH,3259.45,902.28,1587.3521500000002,439.41036,30477.16128,8436.678912,853360.51584,236227.00953599997,2.084977682914315,0.5771629151359671
342,1007992.0,495,Countryside LF,IL,ARF Landfill/Formerly Olney LF,31725 N. Route 83,Grayslake,Lake,60030,42.32424,-88.0289,Yes,Private,WM,WM,1978.0,2027.0,Open,153.0,134.0,,,18796217.0,17267073,2022.0,319699,2022.0,No,Not used,No,8.26,Yes,3.844,2022.0,52.6,Yes,2.0,3.844,2022.0,"2012-140 wells, system capacity=8400 acfm.",58465,"C,HH",3014.9,1403.06,1585.8374000000001,738.00956,30448.07808,14169.783551999999,852546.18624,396753.939456,14.5821634523219,6.786178730112033
958,1003646.0,1808,Coastal Plains RDF,TX,,"21000 E Highway 6
1 mile E of county line, BTWN FM 517 & Hwy 6",Alvin,Galveston,77511,29.424167,-95.190834,Yes,Private,WM,WM,1986.0,2037.0,Open,168.0,139.7,,103.0,28274360.0,24234767,2022.0,605488,2022.0,Yes,Occasionally but not every year,No,8.05,Yes,1.927,2022.0,53.1,Yes,1.0,1.05,2022.0,"9/10-84 wells over 94 acres, system installed in 1993 (estimated), 1 open flare.; 2012-98 wells, system capacity=8500 acfm.",79536,HH,2938.2500000000005,703.355,1560.2107500000004,373.481505,29956.046400000007,7170.8448960000005,838769.2992000002,200783.657088,10.54578177429089,2.5244374508147254
1041,1007680.0,2333,Brunswick Waste Management Facility,VA,,107 Mallard Crossing Road,Lawrenceville,Brunswick,23868,36.745,-77.8035,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1997.0,2052.0,Open,250.0,125.0,,,19507269.0,15913739,2022.0,483659,2022.0,No,Not used,No,8.48,Yes,3.257,2022.0,50.4,Yes,2.0,0.782,2022.0,"2010-90 wells, system capacity=5500 acfm.",58059,"C,HH",3095.2000000000003,1188.805,1559.9808,599.15772,29951.63136,11503.828224,838645.67808,322107.19027200004,14.44471448147574,5.54792866346303
402,1007812.0,1938,Liberty Landfill,IN,,"8635 E. State Road 16
~2 miles east of Buffalo",Monticello,White,47960,40.886,-86.7,No,Private,WM,WM,1982.0,2029.0,Open,,118.6,,,38873854.0,25699489,2022.0,1168006,2022.0,Yes,Occasionally but not every year,No,7.703,Yes,5.825,2022.0,55.2,Yes,3.0,0.414,2022.0,"11/09-1st flare (1,500 cfm) installed in 1996, 2nd flare (2,500 cfm) installed in 1998, 3rd flare (1,362 cfm) installed in 2005, 1st flare removed at some point.; 2012-106 wells, system capacity=5108 scfm.",102575,"C,HH",2811.5950000000003,2126.125,1552.0004400000003,1173.621,29798.408448000002,22533.5232,834355.436544,630938.6496,8.134101258045334,6.150998290031684
707,1003260.0,931,Lockwood Regional LF,NV,Refuse Inc - Lockwood Landfill,2700 E. Mustang Road,Sparks,Storey,89434,39.494,-119.615,No,Private,WM,Reno Disposal,1969.0,2140.0,Open,856.5,278.0,,158.0,346203240.0,47296688,2022.0,1338493,2022.0,No,Not used,No,8.54,Yes,3.901,2022.0,49.5,Yes,1.0,2.694,2022.0,"9/10-58 wells over 200 acres, system installed in 2009, 1 open flare.; 2012-51 wells, system capacity=3340 scfm.; 3/17-75 wells.",182015,"C,HH",3117.1,1423.865,1542.9645,704.813175,29624.9184,13532.41296,829497.7152,378907.56288,4.557304151855616,2.081738114331236
1048,1006300.0,2444,King and Queen Landfill,VA,,1000 Iris Road,Little Plymouth,King and Queen,23091,37.665,-76.77,No,Public,"King and Queen County, VA","Republic Services, Inc.",1993.0,2044.0,Open,269.0,160.0,,,62110631.0,22337075,2022.0,777191,2022.0,No,Not used,No,7.93,Yes,4.005,2022.0,53.2,Yes,2.0,0.753,2022.0,"2012-114 wells, system capacity=9000 acfm.",105167,HH,2894.45,1461.825,1539.8473999999999,777.6909,29565.070079999998,14931.665280000001,827821.9622399999,418086.62784000003,7.871499255850218,3.9754545422043037
516,1007521.0,1892,Carleton Farms Landfill,MI,,28800 Clark Road,New Boston,Wayne,48164,42.09394,-83.42973,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1993.0,2057.0,Open,242.0,204.7,,,101131895.0,55838507,2022.0,1826110,2022.0,No,Not used,No,9.717,Yes,6.775,2022.0,43.4,Yes,2.0,1.207,2022.0,"2/03-90 wells in place.; 9/10-310 wells over 217 acres, 1 enclosed flare & 1 candlestick flare.; 2012-299 wells, system capacity=9100 acfm.",203125,"C,HH",3546.7050000000004,2472.875,1539.26997,1073.22775,29553.983424,20605.9728,827511.5358719999,576967.2384,4.073902945831384,2.8404540967384615
761,1004399.0,1198,Kimble Sanitary LF,OH,,3596 SR 39 NW,Dover,Tuscarawas,44622,40.51139,-81.54137,Yes,Private,Kimble Companies,Kimble Companies,1960.0,2040.0,Open,260.0,96.1,250.0,175.0,40731297.0,19713112,2022.0,1110276,2022.0,No,Occasionally but not every year,No,7.676,Yes,2.276,2022.0,54.5,Yes,1.0,2.276,2022.0,"5/08-Currently installing 50 vertical wells over a 60 acre area, flare to be installed in early 2009, ~2000 cfm upon start-up of flare.; 1/11-Flare installed about 1 year ago.; 2010-49 wells, system capacity=3000 acfm.",62267,HH,2801.7400000000002,830.7399999999999,1526.9483000000002,452.75329999999997,29317.407360000005,8692.86336,820887.4060800001,243400.17407999997,13.183346011209792,3.9089754457417247
317,1007727.0,624,Metro Park East Landfill,IA,Metro Methane Recovery Facility,"12181 University Avenue NE
12161 12th Avenue NE",Mitchellville,Polk,50169,41.600722,-93.345265,Yes,Public,"Metro Waste Authority, IA","Metro Waste Authority, IA",1972.0,2057.0,Open,,268.1,,120.0,62610716.0,22919749,2022.0,848277,2022.0,Yes,Several times per year,No,7.8,Yes,4.75,2022.0,52.8,Yes,2.0,0.006,2022.0,"2012-123 wells, system capacity=7800 acfm.; 2/13-127 wells.; 7/13-John Zink Model 12/SN flare (from permit).",47348,"C,HH",2847.0,1733.75,1503.2160000000001,915.4200000000001,28861.7472,17576.064000000002,808128.9216,492129.7920000001,17.067857599053813,10.39388764044944
